,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Date,Ad Name,Date première diffusion,Date dernière diffusion,Durée (jour),SUM de Impr,SUM de Cost,SUM de Clic,Signup,Total 2-sec views,Total Install,Total Signup,,,,,,,,,,,
2026-05-29,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,11/07,11/06,100,12 378,83,63,23,1 593,14,9,,,,,,,,,,,
2026-05-29,Image carousel 6,30/01,11/06,133,53 178,77,607,13,0,11,2,,,,,,,,,,,
2026-05-29,Copie de Theory_Getpov_pov-theory-0eur-9-16_K0jI3Jxv.mp4,26/12,10/06,43,35 472,64,73,18,4 037,15,3,,,,,,,,,,,
2026-05-29,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-garcon-avec-encart-9-16_5C7IgSdf.mp4,26/05,05/06,11,26 515,50,77,13,2 910,9,4,,,,,,,,,,,
2026-05-29,Image carousel 7,30/01,11/06,133,19 618,35,293,13,0,9,4,,,,,,,,,,,
2026-05-29,Theory_Getpov_pov-theory-methodev2-9-16_klFcGRiy.mp4,27/05,03/06,8,12 409,33,25,2,964,1,1,,,,,,,,,,,
2026-05-29,Driving_Video_getpov-revolut-povv2-9-16_ply9xhJj.mp4,27/05,01/06,6,15 619,33,43,1,1 804,1,0,,,,,,,,,,,
2026-05-29,Driving_Video_getpov-revolut-scamv2-9-16_ZMq0m8Vi.mp4,27/05,01/06,6,16 115,33,44,9,975,5,4,,,,,,,,,,,
2026-05-29,Driving_Video_getpov-revolut-scamv1-9-16_j9a0lVs2.mp4,27/05,01/06,6,19 161,33,56,5,1 249,4,1,,,,,,,,,,,
2026-05-29,Fais pause pour voir ce que tu dois faire maintenant 😉 #Meme #MemeCut,27/05,03/06,8,17 574,33,43,13,1 324,10,3,,,,,,,,,,,
2026-05-29,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook2_QgLGO98A.mp4,29/05,03/06,6,20 846,30,61,9,1 401,5,4,,,,,,,,,,,
2026-05-29,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook1_AP2JFYNt.mp4,29/05,03/06,6,8 123,14,19,1,514,1,0,,,,,,,,,,,
2026-05-29,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,5 757,13,20,4,829,2,2,,,,,,,,,,,
2026-05-29,Copie de Driving_Video_Getpov_ugc-promo-idee-fille-avec-encart-9-16_oDCadR4V.mp4,26/05,11/06,17,4 604,9,14,0,468,0,0,,,,,,,,,,,
2026-05-29,GETPOV_ugc-idee-fille-sans-encart-9-16_7OUYEXZ9.mp4,29/04,01/06,34,3 927,9,11,1,369,1,0,,,,,,,,,,,
2026-05-29,Copie de Theory_Getpov_pov-theory-10minutes-9-16_uyMdn3RF.mp4,29/04,11/06,44,1 316,4,5,1,179,1,0,,,,,,,,,,,
2026-05-29,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,1 469,3,5,2,184,1,1,,,,,,,,,,,
2026-05-29,GETPOV_ugc-reassurance-fille-9-16 (1)_s2uBdWpS.mp4,29/04,11/06,44,1 467,3,6,0,122,0,0,,,,,,,,,,,
2026-05-30,Envoie ça à un(e) ami(e) qui révise le code ! 💜 #permisdeconduire #codedelaroute #humour #passerlepermis,27/05,11/06,16,561 379,758,2 877,280,187 574,170,110,,,,,,,,,,,
2026-05-30,"La vie est plus belle avec le permis 🥰 Courage à tout le monde pour l’examen, vous allez tout déchirer 💪 #permis #permisdeconduire #pourtoi #passerlepermis",20/05,11/06,23,323 264,519,1 706,162,98 048,112,50,,,,,,,,,,,
2026-05-30,Image carousel 6,30/01,11/06,133,57 447,81,609,6,0,4,2,,,,,,,,,,,
2026-05-30,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,42 548,78,133,14,7 625,11,3,,,,,,,,,,,
2026-05-30,Image carousel 7,30/01,11/06,133,49 584,73,565,11,0,8,3,,,,,,,,,,,
2026-05-30,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-fille-avec-encart-9-16_uhD2ZlFA.mp4,26/05,11/06,17,40 193,73,116,13,3 604,11,2,,,,,,,,,,,
2026-05-30,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-garcon-avec-encart-9-16_5C7IgSdf.mp4,26/05,05/06,11,24 498,44,64,17,2 434,12,5,,,,,,,,,,,
2026-05-30,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook2_QgLGO98A.mp4,29/05,03/06,6,20 752,36,72,2,1 517,1,1,,,,,,,,,,,
2026-05-30,Copie de Theory_Getpov_pov-theory-0eur-9-16_K0jI3Jxv.mp4,27/08,10/06,43,21 920,35,32,8,2 473,6,2,,,,,,,,,,,
2026-05-30,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook1_AP2JFYNt.mp4,29/05,03/06,6,16 371,33,57,2,1 082,1,1,,,,,,,,,,,
2026-05-30,Driving_Video_getpov-revolut-scamv2-9-16_ZMq0m8Vi.mp4,27/05,01/06,6,16 032,33,56,1,882,1,0,,,,,,,,,,,
2026-05-30,Driving_Video_getpov-revolut-scamv1-9-16_j9a0lVs2.mp4,27/05,01/06,6,16 741,33,52,3,1 010,2,1,,,,,,,,,,,
2026-05-30,Driving_Video_getpov-revolut-povv2-9-16_ply9xhJj.mp4,27/05,01/06,6,15 185,33,34,1,1 565,1,0,,,,,,,,,,,
2026-05-30,Fais pause pour voir ce que tu dois faire maintenant 😉 #Meme #MemeCut,27/05,03/06,8,23 323,33,72,9,1 761,5,4,,,,,,,,,,,
2026-05-30,Theory_Getpov_pov-theory-methodev2-9-16_klFcGRiy.mp4,27/05,03/06,8,13 779,33,32,2,981,2,0,,,,,,,,,,,
2026-05-30,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,11/07,11/06,100,7 696,28,41,8,942,5,3,,,,,,,,,,,
2026-05-30,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,6 441,15,17,0,883,0,0,,,,,,,,,,,
2026-05-30,Copie de Driving_Video_Getpov_ugc-promo-idee-fille-avec-encart-9-16_oDCadR4V.mp4,26/05,11/06,17,4 248,9,11,6,351,4,2,,,,,,,,,,,
2026-05-30,GETPOV_ugc-idee-fille-sans-encart-9-16_7OUYEXZ9.mp4,29/04,01/06,34,2 608,6,5,2,227,1,1,,,,,,,,,,,
2026-05-30,GETPOV_ugc-reassurance-fille-9-16 (1)_s2uBdWpS.mp4,29/04,11/06,44,1 164,3,2,0,86,0,0,,,,,,,,,,,
2026-05-30,Copie de Theory_Getpov_pov-theory-10minutes-9-16_uyMdn3RF.mp4,29/04,11/06,44,304,1,1,0,32,0,0,,,,,,,,,,,
2026-05-31,Envoie ça à un(e) ami(e) qui révise le code ! 💜 #permisdeconduire #codedelaroute #humour #passerlepermis,27/05,11/06,16,479 248,633,2 301,268,130 222,162,106,,,,,,,,,,,
2026-05-31,"La vie est plus belle avec le permis 🥰 Courage à tout le monde pour l’examen, vous allez tout déchirer 💪 #permis #permisdeconduire #pourtoi #passerlepermis",20/05,11/06,23,304 088,467,1 546,139,91 378,96,43,,,,,,,,,,,
2026-05-31,Image carousel 7,30/01,11/06,133,66 188,121,666,31,0,20,11,,,,,,,,,,,
2026-05-31,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-fille-avec-encart-9-16_uhD2ZlFA.mp4,26/05,11/06,17,55 533,104,170,17,4 638,12,5,,,,,,,,,,,
2026-05-31,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,11/07,11/06,100,16 787,68,80,38,2 206,23,15,,,,,,,,,,,
2026-05-31,Image carousel 6,30/01,11/06,133,50 678,67,481,10,0,8,2,,,,,,,,,,,
2026-05-31,Copie de Theory_Getpov_pov-theory-0eur-9-16_K0jI3Jxv.mp4,27/08,10/06,43,46 558,64,74,17,5 082,14,3,,,,,,,,,,,
2026-05-31,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-garcon-avec-encart-9-16_5C7IgSdf.mp4,26/05,05/06,11,31 528,63,103,16,2 937,12,4,,,,,,,,,,,
2026-05-31,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,30 211,52,85,12,4 590,8,4,,,,,,,,,,,
2026-05-31,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook1_AP2JFYNt.mp4,29/05,03/06,6,8 828,34,21,6,548,4,2,,,,,,,,,,,
2026-05-31,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook2_QgLGO98A.mp4,29/05,03/06,6,17 392,33,46,7,1 100,6,1,,,,,,,,,,,
2026-05-31,Driving_Video_getpov-revolut-scamv2-9-16_ZMq0m8Vi.mp4,27/05,01/06,6,20 977,33,73,5,1 065,4,1,,,,,,,,,,,
2026-05-31,Driving_Video_getpov-revolut-scamv1-9-16_j9a0lVs2.mp4,27/05,01/06,6,15 151,33,43,0,800,0,0,,,,,,,,,,,
2026-05-31,Driving_Video_getpov-revolut-povv2-9-16_ply9xhJj.mp4,27/05,01/06,6,22 332,33,68,2,2 264,1,1,,,,,,,,,,,
2026-05-31,Fais pause pour voir ce que tu dois faire maintenant 😉 #Meme #MemeCut,27/05,03/06,8,23 799,33,81,1,1 713,1,0,,,,,,,,,,,
2026-05-31,Theory_Getpov_pov-theory-methodev2-9-16_klFcGRiy.mp4,27/05,03/06,8,14 663,33,46,4,919,3,1,,,,,,,,,,,
2026-05-31,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,4 382,11,22,5,515,3,2,,,,,,,,,,,
2026-05-31,Copie de Driving_Video_Getpov_ugc-promo-idee-fille-avec-encart-9-16_oDCadR4V.mp4,26/05,11/06,17,3 895,9,12,1,293,1,0,,,,,,,,,,,
2026-05-31,GETPOV_ugc-idee-fille-sans-encart-9-16_7OUYEXZ9.mp4,29/04,01/06,34,3 048,7,6,1,244,1,0,,,,,,,,,,,
2026-05-31,GETPOV_ugc-reassurance-fille-9-16 (1)_s2uBdWpS.mp4,29/04,11/06,44,1 385,3,2,1,72,1,0,,,,,,,,,,,
2026-05-31,Copie de Theory_Getpov_pov-theory-10minutes-9-16_uyMdn3RF.mp4,29/04,11/06,44,625,2,3,2,49,1,1,,,,,,,,,,,
2026-06-01,Envoie ça à un(e) ami(e) qui révise le code ! 💜 #permisdeconduire #codedelaroute #humour #passerlepermis,27/05,11/06,16,548 936,711,2 469,281,144 730,175,106,,,,,,,,,,,
2026-06-01,"La vie est plus belle avec le permis 🥰 Courage à tout le monde pour l’examen, vous allez tout déchirer 💪 #permis #permisdeconduire #pourtoi #passerlepermis",20/05,11/06,23,444 589,674,2 039,267,149 160,181,86,,,,,,,,,,,
2026-06-01,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,95 763,160,291,46,18 663,36,10,,,,,,,,,,,
2026-06-01,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-fille-avec-encart-9-16_uhD2ZlFA.mp4,26/05,11/06,17,76 947,128,231,32,6 980,20,12,,,,,,,,,,,
2026-06-01,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,11/07,11/06,100,22 104,95,81,35,3 042,20,15,,,,,,,,,,,
2026-06-01,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-garcon-avec-encart-9-16_5C7IgSdf.mp4,26/05,05/06,11,51 803,93,134,20,5 056,18,2,,,,,,,,,,,
2026-06-01,Image carousel 7,30/01,11/06,133,24 962,68,316,13,1,8,5,,,,,,,,,,,
2026-06-01,Copie de Theory_Getpov_pov-theory-0eur-9-16_K0jI3Jxv.mp4,27/08,10/06,43,37 850,52,66,15,3 865,12,3,,,,,,,,,,,
2026-06-01,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,18 839,38,61,7,2 590,5,2,,,,,,,,,,,
2026-06-01,Driving_Video_Getpov_NathalieB_driving_mai_telephone_9-16_BPcbjNaO.mp4,01/06,08/06,8,25 080,33,61,10,1 965,8,2,,,,,,,,,,,
2026-06-01,Driving_Video_Getpov_Jonathan_driving_mai_telephone_9-16_t4DBSi39.mp4,01/06,08/06,8,22 237,33,67,5,1 458,3,2,,,,,,,,,,,
2026-06-01,Fais pause pour voir ce que tu dois faire maintenant 😉 #Meme #MemeCut,27/05,03/06,8,17 523,33,52,8,1 421,5,3,,,,,,,,,,,
2026-06-01,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook2_QgLGO98A.mp4,29/05,03/06,6,22 948,33,58,4,1 696,3,1,,,,,,,,,,,
2026-06-01,Theory_Getpov_pov-theory-methodev2-9-16_klFcGRiy.mp4,27/05,03/06,8,13 799,33,31,6,969,5,1,,,,,,,,,,,
2026-06-01,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook1_AP2JFYNt.mp4,29/05,03/06,6,12 348,33,25,6,882,4,2,,,,,,,,,,,
2026-06-01,Copie de Driving_Video_Getpov_ugc-promo-idee-fille-avec-encart-9-16_oDCadR4V.mp4,26/05,11/06,17,14 621,27,33,5,1 332,4,1,,,,,,,,,,,
2026-06-01,Driving_Video_Inhouse_Louise_driving_mai_telephone_9-16_L9F4DluY.mp4,01/06,08/06,8,16 178,22,45,11,829,7,4,,,,,,,,,,,
2026-06-01,Driving_Video_Inhouse_Dimitri_driving_ecran_metro_soleil_9-16_StIgRAUL.mp4,01/06,11/06,11,17 186,21,119,22,7 005,14,8,,,,,,,,,,,
2026-06-01,Image carousel 6,30/01,11/06,133,11 020,18,133,6,0,4,2,,,,,,,,,,,
2026-06-01,Copie de Theory_Getpov_pov-theory-10minutes-9-16_uyMdn3RF.mp4,27/08,11/06,44,13 127,14,23,6,1 132,4,2,,,,,,,,,,,
2026-06-01,Driving_Video_getpov-revolut-scamv2-9-16_ZMq0m8Vi.mp4,27/05,01/06,6,8 911,14,36,6,629,5,1,,,,,,,,,,,
2026-06-01,GETPOV_ugc-reassurance-fille-9-16 (1)_s2uBdWpS.mp4,29/04,11/06,44,6 958,13,15,2,516,1,1,,,,,,,,,,,
2026-06-01,Driving_Video_getpov-revolut-scamv1-9-16_j9a0lVs2.mp4,27/05,01/06,6,7 038,13,24,2,530,1,1,,,,,,,,,,,
2026-06-01,Driving_Video_getpov-revolut-povv2-9-16_ply9xhJj.mp4,27/05,01/06,6,7 325,11,18,1,991,1,0,,,,,,,,,,,
2026-06-01,GETPOV_ugc-idee-fille-sans-encart-9-16_7OUYEXZ9.mp4,29/04,01/06,34,2 542,5,5,1,239,1,0,,,,,,,,,,,
2026-06-02,Envoie ça à un(e) ami(e) qui révise le code ! 💜 #permisdeconduire #codedelaroute #humour #passerlepermis,27/05,11/06,16,564 776,705,2 384,162,135 794,99,63,,,,,,,,,,,
2026-06-02,"La vie est plus belle avec le permis 🥰 Courage à tout le monde pour l’examen, vous allez tout déchirer 💪 #permis #permisdeconduire #pourtoi #passerlepermis",20/05,11/06,23,290 559,538,1 135,147,96 483,102,45,,,,,,,,,,,
2026-06-02,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,156 901,266,473,52,31 514,42,10,,,,,,,,,,,
2026-06-02,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-fille-avec-encart-9-16_uhD2ZlFA.mp4,26/05,11/06,17,81 708,134,231,31,7 537,19,12,,,,,,,,,,,
2026-06-02,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,11/07,11/06,100,54 208,112,225,17,7 001,12,5,,,,,,,,,,,
2026-06-02,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-garcon-avec-encart-9-16_5C7IgSdf.mp4,26/05,05/06,11,62 932,108,138,22,6 115,19,3,,,,,,,,,,,
2026-06-02,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,30 306,60,108,12,4 323,10,2,,,,,,,,,,,
2026-06-02,Copie de Theory_Getpov_pov-theory-0eur-9-16_K0jI3Jxv.mp4,27/08,10/06,43,41 521,58,62,19,4 163,13,6,,,,,,,,,,,
2026-06-02,Image carousel 7,30/01,11/06,133,33 511,51,387,5,0,4,1,,,,,,,,,,,
2026-06-02,Driving_Video_Getpov_NathalieB_driving_mai_telephone_9-16_BPcbjNaO.mp4,01/06,08/06,8,24 219,33,69,7,2 007,5,2,,,,,,,,,,,
2026-06-02,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook2_QgLGO98A.mp4,29/05,03/06,6,22 571,33,61,9,1 656,6,3,,,,,,,,,,,
2026-06-02,Driving_Video_Inhouse_Louise_driving_mai_telephone_9-16_L9F4DluY.mp4,01/06,08/06,8,21 534,33,52,4,1 166,4,0,,,,,,,,,,,
2026-06-02,Theory_Getpov_pov-theory-methodev2-9-16_klFcGRiy.mp4,27/05,03/06,8,16 349,33,38,0,847,0,0,,,,,,,,,,,
2026-06-02,Driving_Video_Getpov_Jonathan_driving_mai_telephone_9-16_t4DBSi39.mp4,01/06,08/06,8,23 699,33,39,7,1 837,6,1,,,,,,,,,,,
2026-06-02,Driving_Video_Inhouse_Dimitri_driving_ecran_metro_soleil_9-16_StIgRAUL.mp4,01/06,11/06,11,27 013,33,179,23,11 253,16,7,,,,,,,,,,,
2026-06-02,Fais pause pour voir ce que tu dois faire maintenant 😉 #Meme #MemeCut,27/05,03/06,8,18 128,33,51,1,1 366,1,0,,,,,,,,,,,
2026-06-02,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook1_AP2JFYNt.mp4,29/05,03/06,6,13 397,33,41,3,947,3,0,,,,,,,,,,,
2026-06-02,Image carousel 6,30/01,11/06,133,21 547,29,236,4,0,3,1,,,,,,,,,,,
2026-06-02,GETPOV_ugc-reassurance-fille-9-16 (1)_s2uBdWpS.mp4,29/04,11/06,44,11 817,21,27,1,993,1,0,,,,,,,,,,,
2026-06-02,Copie de Driving_Video_Getpov_ugc-promo-idee-fille-avec-encart-9-16_oDCadR4V.mp4,26/05,11/06,17,9 074,16,31,5,920,3,2,,,,,,,,,,,
2026-06-02,Copie de Theory_Getpov_pov-theory-10minutes-9-16_uyMdn3RF.mp4,27/08,11/06,44,10 808,10,19,2,999,1,1,,,,,,,,,,,
2026-06-03,Driving_Video_Inhouse_Dimitri_driving_ecran_metro_soleil_9-16_StIgRAUL.mp4,01/11,11/06,11,449 757,587,2 627,274,182 880,190,84,,,,,,,,,,,
2026-06-03,Envoie ça à un(e) ami(e) qui révise le code ! 💜 #permisdeconduire #codedelaroute #humour #passerlepermis,27/05,11/06,16,390 466,584,1 604,145,83 086,91,54,,,,,,,,,,,
2026-06-03,"La vie est plus belle avec le permis 🥰 Courage à tout le monde pour l’examen, vous allez tout déchirer 💪 #permis #permisdeconduire #pourtoi #passerlepermis",20/05,11/06,23,150 252,288,567,67,45 316,49,18,,,,,,,,,,,
2026-06-03,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,11/07,11/06,100,60 963,211,302,60,8 689,37,23,,,,,,,,,,,
2026-06-03,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,69 302,121,223,25,13 803,18,7,,,,,,,,,,,
2026-06-03,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-fille-avec-encart-9-16_uhD2ZlFA.mp4,26/05,11/06,17,32 207,59,83,6,2 823,5,1,,,,,,,,,,,
2026-06-03,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-garcon-avec-encart-9-16_5C7IgSdf.mp4,26/05,05/06,11,28 279,54,80,6,2 972,4,2,,,,,,,,,,,
2026-06-03,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,23 432,49,83,9,3 436,6,3,,,,,,,,,,,
2026-06-03,"Si toi aussi t’oses pas poser certaines questions, on y répond 🫣 Écris en commentaire les questions auxquelles tu voudrais que notre monitrice Marjorie réponde 😎 #ornikar #permis #permisdeconduire #codedelaroute",03/06,08/06,6,31 705,42,123,20,4 862,15,5,,,,,,,,,,,
2026-06-03,Driving_Video_Getpov_NathalieB_driving_mai_telephone_9-16_BPcbjNaO.mp4,01/06,08/06,8,21 173,33,70,4,1 843,3,1,,,,,,,,,,,
2026-06-03,Driving_Video_Inhouse_Louise_driving_mai_telephone_9-16_L9F4DluY.mp4,01/06,08/06,8,16 815,33,40,8,920,5,3,,,,,,,,,,,
2026-06-03,Image carousel 7,30/01,11/06,133,15 984,33,199,15,0,9,6,,,,,,,,,,,
2026-06-03,Copie de Theory_Getpov_pov-theory-10minutes-9-16_uyMdn3RF.mp4,27/08,11/06,44,21 122,30,38,3,1 949,3,0,,,,,,,,,,,
2026-06-03,Copie de Theory_Getpov_pov-theory-0eur-9-16_K0jI3Jxv.mp4,27/08,10/06,43,20 815,27,32,7,1 831,5,2,,,,,,,,,,,
2026-06-03,Image carousel 6,30/01,11/06,133,19 620,26,213,3,0,2,1,,,,,,,,,,,
2026-06-03,Driving_Video_Getpov_Jonathan_driving_mai_telephone_9-16_t4DBSi39.mp4,01/06,08/06,8,13 718,21,34,5,1 210,5,0,,,,,,,,,,,
2026-06-03,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook1_AP2JFYNt.mp4,29/05,03/06,6,6 551,18,13,5,470,3,2,,,,,,,,,,,
2026-06-03,Fais pause pour voir ce que tu dois faire maintenant 😉 #Meme #MemeCut,27/05,03/06,8,11 805,17,40,6,1 005,4,2,,,,,,,,,,,
2026-06-03,Theory_Video_Getpov_Pov_pas_une_question_de_chance_remontage_prix_abonnement_2026.mp4,03/06,08/06,6,8 761,16,20,5,772,4,1,,,,,,,,,,,
2026-06-03,Encore un signe pour passer mon permis avec Ornikar 👀 Lien en bio 👉 #permis #ornikar #permisdeconduire #autoecole,03/06,11/06,9,13 486,16,43,9,2 747,6,3,,,,,,,,,,,
2026-06-03,Theory_Video_Getpov_Pov_pas_une_question_de_chance_remontage_priceless_2026.mp4,03/06,08/06,6,8 055,15,19,0,674,0,0,,,,,,,,,,,
2026-06-03,Theory_Video_Getpov_Jonathan_code_avril_remontage_0euros_2026_hook2_QgLGO98A.mp4,29/05,03/06,6,8 853,14,22,2,673,1,1,,,,,,,,,,,
2026-06-03,Theory_Getpov_pov-theory-methodev2-9-16_klFcGRiy.mp4,27/05,03/06,8,3 083,14,6,0,142,0,0,,,,,,,,,,,
2026-06-03,"Le démarrage en côte sans caler, ça s’apprend 💪 Marjorie te montre les étapes une par une. Enregistre la vidéo avant ton prochain cours 😉 #permisdeconduire #demarrageencote #permis",03/06,11/06,9,10 836,13,71,6,1 940,5,1,,,,,,,,,,,
2026-06-03,GETPOV_ugc-reassurance-fille-9-16 (1)_s2uBdWpS.mp4,29/04,11/06,44,6 281,12,16,7,565,4,3,,,,,,,,,,,
2026-06-03,Copie de Driving_Video_Getpov_ugc-promo-idee-fille-avec-encart-9-16_oDCadR4V.mp4,26/05,11/06,17,4 087,8,15,4,409,3,1,,,,,,,,,,,
2026-06-04,Driving_Video_Inhouse_Dimitri_driving_ecran_metro_soleil_9-16_StIgRAUL.mp4,01/06,11/06,11,401 188,669,1 963,197,154 505,137,60,,,,,,,,,,,
2026-06-04,Envoie ça à un(e) ami(e) qui révise le code ! 💜 #permisdeconduire #codedelaroute #humour #passerlepermis,27/05,11/06,16,236 818,433,921,67,48 618,44,23,,,,,,,,,,,
2026-06-04,"La vie est plus belle avec le permis 🥰 Courage à tout le monde pour l’examen, vous allez tout déchirer 💪 #permis #permisdeconduire #pourtoi #passerlepermis",20/05,11/06,23,129 201,287,403,43,36 421,26,17,,,,,,,,,,,
2026-06-04,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,11/07,11/06,100,78 783,273,366,73,12 557,45,28,,,,,,,,,,,
2026-06-04,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,61 086,114,149,18,13 132,12,6,,,,,,,,,,,
2026-06-04,Copie de Theory_Getpov_pov-theory-10minutes-9-16_uyMdn3RF.mp4,27/08,11/06,44,27 242,60,62,14,2 929,9,5,,,,,,,,,,,
2026-06-04,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-garcon-avec-encart-9-16_5C7IgSdf.mp4,26/05,05/06,11,20 632,46,57,9,1 775,6,3,,,,,,,,,,,
2026-06-04,"Si toi aussi t’oses pas poser certaines questions, on y répond 🫣 Écris en commentaire les questions auxquelles tu voudrais que notre monitrice Marjorie réponde 😎 #ornikar #permis #permisdeconduire #codedelaroute",03/06,08/06,6,23 201,41,93,12,4 323,8,4,,,,,,,,,,,
2026-06-04,Copie de Driving_Video_Getpov_ugc-promo-1ere-ae-fille-avec-encart-9-16_uhD2ZlFA.mp4,26/05,11/06,17,16 789,38,55,6,1 440,5,1,,,,,,,,,,,
2026-06-04,Encore un signe pour passer mon permis avec Ornikar 👀 Lien en bio 👉 #permis #ornikar #permisdeconduire #autoecole,03/06,11/06,9,20 329,33,60,6,4 401,5,1,,,,,,,,,,,
2026-06-04,Driving_Video_Getpov_NathalieB_driving_mai_telephone_9-16_BPcbjNaO.mp4,01/06,08/06,8,13 198,33,38,1,1 152,1,0,,,,,,,,,,,
2026-06-04,Theory_Video_Getpov_Pov_pas_une_question_de_chance_remontage_prix_abonnement_2026.mp4,03/06,08/06,6,13 394,33,41,4,1 472,4,0,,,,,,,,,,,
2026-06-04,Theory_Video_Getpov_Pov_pas_une_question_de_chance_remontage_priceless_2026.mp4,03/06,08/06,6,18 941,33,61,11,1 626,7,4,,,,,,,,,,,
2026-06-04,Driving_Video_Inhouse_Louise_driving_mai_telephone_9-16_L9F4DluY.mp4,01/06,08/06,8,18 418,33,42,7,1 118,4,3,,,,,,,,,,,
2026-06-04,Copie de Theory_Getpov_pov-theory-0eur-9-16_K0jI3Jxv.mp4,27/08,10/06,43,20 445,32,36,4,1 835,3,1,,,,,,,,,,,
2026-06-04,"Le démarrage en côte sans caler, ça s’apprend 💪 Marjorie te montre les étapes une par une. Enregistre la vidéo avant ton prochain cours 😉 #permisdeconduire #demarrageencote #permis",03/06,11/06,9,25 762,32,148,11,4 977,7,4,,,,,,,,,,,
2026-06-04,Image carousel 7,30/01,11/06,133,2 279,32,75,4,0,4,0,,,,,,,,,,,
2026-06-04,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,6 851,15,21,1,894,1,0,,,,,,,,,,,
2026-06-04,Image carousel 6,30/01,11/06,133,3 795,10,64,3,0,2,1,,,,,,,,,,,
2026-06-04,GETPOV_ugc-reassurance-fille-9-16 (1)_s2uBdWpS.mp4,29/04,11/06,44,3 025,6,4,0,249,0,0,,,,,,,,,,,
2026-06-04,Copie de Driving_Video_Getpov_ugc-promo-idee-fille-avec-encart-9-16_oDCadR4V.mp4,26/05,11/06,17,1 238,3,3,0,109,0,0,,,,,,,,,,,
2026-06-04,Driving_Video_Getpov_Jonathan_driving_mai_telephone_9-16_t4DBSi39.mp4,01/06,08/06,8,633,1,2,0,46,0,0,,,,,,,,,,,
2026-06-05,Driving_Video_Inhouse_Dimitri_driving_ecran_metro_soleil_9-16_StIgRAUL.mp4,01/06,11/06,11,246 122,460,1 045,147,86 577,98,49,,,,,,,,,,,
2026-06-05,Envoie ça à un(e) ami(e) qui révise le code ! 💜 #permisdeconduire #codedelaroute #humour #passerlepermis,27/05,11/06,16,224 893,378,1 059,99,55 627,58,41,,,,,,,,,,,
2026-06-05,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,11/07,11/06,100,78 155,260,316,31,14 109,22,9,,,,,,,,,,,
