,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Date,Ad Name,Date première diffusion,Date dernière diffusion,Durée (jour),SUM de Impr,SUM de Cost,SUM de Clic,Signup,Total 2-sec views,Total Install,Total Signup,,,,,,,,,,,
2026-02-22,ornikar_ornikar-x-deezer-02_kyaravocado_2026-01-28T18-55-27Z_gTI6Puxr.mp4,28/03,27/02,16,3 011,8,18,5,273,3,2,,,,,,,,,,,
2026-02-22,Image carousel 2,30/01,17/03,47,836,4,34,3,0,2,1,,,,,,,,,,,
2026-02-22,ornikar_ornikar-x-deezer-01_nxapic_2026-01-22T01-58-49Z_DEid5q1m.mp4,28/03,27/02,16,1 525,4,1,0,89,0,0,,,,,,,,,,,
2026-02-22,ornikar_ornikar-x-deezer-03_kyaravocado_2026-01-28T16-06-25Z_aQIdcH0t.mp4,28/03,27/02,16,2 927,3,2,2,165,1,1,,,,,,,,,,,
2026-02-22,ornikar_ornikar-x-deezer-02_ilanasmr-ytb_2026-01-22T09-21-29Z_bSDimnls.mp4,12/02,27/02,16,927,2,2,0,100,0,0,,,,,,,,,,,
2026-02-22,ornikar_ornikar-x-deezer-01_ilanasmr-ytb_2026-01-25T00-51-38Z_h8x1iesA.mp4,12/02,27/02,16,348,1,1,0,55,0,0,,,,,,,,,,,
2026-02-22,ornikar_ornikar-x-deezer-01_kyaravocado_2026-01-29T14-12-16Z_Ex91yLMC.mp4,12/02,27/02,16,38,0,0,0,3,0,0,,,,,,,,,,,
2026-02-22,ornikar_ornikar-x-deezer-03_ilanasmr-ytb_2026-01-22T14-03-33Z_W3UL5mli.mp4,12/02,27/02,16,23,0,0,0,1,0,0,,,,,,,,,,,
2026-02-22,Ornikar c’est la base !,29/01,23/02,26,67,0,0,0,19,0,0,,,,,,,,,,,
2026-02-23,SHORT_THEORY_9-16_micro_oDVuNxkU.mp4,01/01,02/03,61,49 280,55,208,70,15 254,47,23,,,,,,,,,,,
2026-02-23,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,22 611,33,85,35,3 537,23,12,,,,,,,,,,,
2026-02-23,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,20 009,27,90,20,5 524,13,7,,,,,,,,,,,
2026-02-23,_001,01/01,03/04,93,12 462,14,34,8,1 994,7,1,,,,,,,,,,,
2026-02-23,ornikar_ornikar-x-deezer-03_aleed-ed_2026-01-29T13-53-31Z_4QUjOgZq.mp4,12/02,27/02,16,7 584,11,12,10,974,8,2,,,,,,,,,,,
2026-02-23,ornikar_ornikar-x-deezer-02_kyaravocado_2026-01-28T18-55-27Z_gTI6Puxr.mp4,28/03,27/02,16,3 388,10,12,8,270,4,4,,,,,,,,,,,
2026-02-23,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,1 510,8,5,17,192,9,8,,,,,,,,,,,
2026-02-23,Image carousel 2,30/01,17/03,47,489,5,22,2,0,1,1,,,,,,,,,,,
2026-02-23,ornikar_ornikar-x-deezer-01_nxapic_2026-01-22T01-58-49Z_DEid5q1m.mp4,28/03,27/02,16,2 784,4,12,8,160,5,3,,,,,,,,,,,
2026-02-23,ornikar_ornikar-x-deezer-03_kyaravocado_2026-01-28T16-06-25Z_aQIdcH0t.mp4,28/03,27/02,16,1 805,2,4,0,99,0,0,,,,,,,,,,,
2026-02-23,ornikar_ornikar-x-deezer-02_ilanasmr-ytb_2026-01-22T09-21-29Z_bSDimnls.mp4,12/02,27/02,16,545,1,0,2,47,1,1,,,,,,,,,,,
2026-02-23,ornikar_ornikar-x-deezer-03_ilanasmr-ytb_2026-01-22T14-03-33Z_W3UL5mli.mp4,12/02,27/02,16,35,0,0,0,1,0,0,,,,,,,,,,,
2026-02-23,ornikar_ornikar-x-deezer-01_ilanasmr-ytb_2026-01-25T00-51-38Z_h8x1iesA.mp4,12/02,27/02,16,67,0,1,0,14,0,0,,,,,,,,,,,
2026-02-23,ornikar_ornikar-x-deezer-01_kyaravocado_2026-01-29T14-12-16Z_Ex91yLMC.mp4,12/02,27/02,16,29,0,0,0,1,0,0,,,,,,,,,,,
2026-02-23,Ornikar c’est la base !,29/01,23/02,26,35,0,0,0,12,0,0,,,,,,,,,,,
2026-02-24,Allons pour le permis en 2026,09/01,16/04,98,258 547,448,818,120,44 713,78,42,,,,,,,,,,,
2026-02-24,SHORT_THEORY_9-16_micro_oDVuNxkU.mp4,04/01,02/03,61,84 831,112,268,87,22 766,53,34,,,,,,,,,,,
2026-02-24,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,04/01,01/04,91,48 041,74,137,44,10 989,27,17,,,,,,,,,,,
2026-02-24,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,46 051,68,128,16,11 810,12,4,,,,,,,,,,,
2026-02-24,7610074643181043729,24/02,25/02,2,21 838,64,69,10,4 266,7,3,,,,,,,,,,,
2026-02-24,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,04/01,15/04,105,40 118,59,127,34,6 555,22,12,,,,,,,,,,,
2026-02-24,@Ornikar la base non ?🫣,05/01,13/05,129,35 375,53,107,16,8 244,9,7,,,,,,,,,,,
2026-02-24,ornikar_ornikar-x-deezer-01_ilanasmr-ytb_2026-01-25T00-51-38Z_h8x1iesA.mp4,28/03,27/02,16,58 299,45,124,16,4 514,10,6,,,,,,,,,,,
2026-02-24,ornikar_ornikar-x-deezer-01_nxapic_2026-01-22T01-58-49Z_DEid5q1m.mp4,12/05,27/02,16,28 624,41,44,12,1 520,7,5,,,,,,,,,,,
2026-02-24,ornikar_ornikar-x-deezer-03_kyaravocado_2026-01-28T16-06-25Z_aQIdcH0t.mp4,12/05,27/02,16,32 414,37,55,9,1 906,6,3,,,,,,,,,,,
2026-02-24,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,19 421,36,53,14,3 989,9,5,,,,,,,,,,,
2026-02-24,ornikar_ornikar-x-deezer-03_aleed-ed_2026-01-29T13-53-31Z_4QUjOgZq.mp4,28/03,27/02,16,20 646,30,39,19,2 065,13,6,,,,,,,,,,,
2026-02-24,ornikar_ornikar-x-deezer-02_ilanasmr-ytb_2026-01-22T09-21-29Z_bSDimnls.mp4,28/03,27/02,16,11 352,17,18,5,732,2,3,,,,,,,,,,,
2026-02-24,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,17/02,24/03,61,6 198,14,8,13,1 010,8,5,,,,,,,,,,,
2026-02-24,ornikar_ornikar-x-deezer-01_kyaravocado_2026-01-29T14-12-16Z_Ex91yLMC.mp4,28/03,27/02,16,8 518,11,9,2,636,2,0,,,,,,,,,,,
2026-02-24,ornikar_ornikar-x-deezer-02_kyaravocado_2026-01-28T18-55-27Z_gTI6Puxr.mp4,12/05,27/02,16,6 549,11,13,3,550,2,1,,,,,,,,,,,
2026-02-24,_001,01/01,03/04,93,4 638,6,8,0,786,0,0,,,,,,,,,,,
2026-02-24,ornikar_ornikar-x-deezer-03_ilanasmr-ytb_2026-01-22T14-03-33Z_W3UL5mli.mp4,28/03,27/02,16,3 751,5,11,2,213,1,1,,,,,,,,,,,
2026-02-24,Image carousel 2,30/01,17/03,47,5 640,3,15,4,0,2,2,,,,,,,,,,,
2026-02-24,Image carousel 6,30/01,11/06,133,1,0,0,0,0,0,0,,,,,,,,,,,
2026-02-25,Allons pour le permis en 2026,09/01,16/04,98,158 207,335,500,90,30 070,63,27,,,,,,,,,,,
2026-02-25,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,94 724,150,294,65,23 318,47,18,,,,,,,,,,,
2026-02-25,SHORT_THEORY_9-16_micro_oDVuNxkU.mp4,04/01,02/03,61,80 038,97,285,41,23 625,28,13,,,,,,,,,,,
2026-02-25,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,56 270,97,180,44,14 030,31,13,,,,,,,,,,,
2026-02-25,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,04/01,15/04,105,72 207,82,212,52,11 716,36,16,,,,,,,,,,,
2026-02-25,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,06/01,01/04,91,59 574,79,238,19,17 025,13,6,,,,,,,,,,,
2026-02-25,@Ornikar la base non ?🫣,05/01,13/05,129,36 128,60,116,24,9 249,19,5,,,,,,,,,,,
2026-02-25,ornikar_ornikar-x-deezer-01_nxapic_2026-01-22T01-58-49Z_DEid5q1m.mp4,12/05,27/02,16,15 275,26,29,7,913,6,1,,,,,,,,,,,
2026-02-25,ornikar_ornikar-x-deezer-03_kyaravocado_2026-01-28T16-06-25Z_aQIdcH0t.mp4,12/05,27/02,16,17 867,25,23,6,1 212,5,1,,,,,,,,,,,
2026-02-25,7610074643181043729,24/02,25/02,2,9 789,24,33,6,2 223,4,2,,,,,,,,,,,
2026-02-25,ornikar_ornikar-x-deezer-03_aleed-ed_2026-01-29T13-53-31Z_4QUjOgZq.mp4,28/03,27/02,16,10 931,17,27,3,1 208,2,1,,,,,,,,,,,
2026-02-25,ornikar_ornikar-x-deezer-01_ilanasmr-ytb_2026-01-25T00-51-38Z_h8x1iesA.mp4,12/05,27/02,16,7 634,14,11,4,685,2,2,,,,,,,,,,,
2026-02-25,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,17/02,24/03,61,4 773,11,15,10,891,5,5,,,,,,,,,,,
2026-02-25,ornikar_ornikar-x-deezer-02_ilanasmr-ytb_2026-01-22T09-21-29Z_bSDimnls.mp4,28/03,27/02,16,5 422,10,13,2,362,1,1,,,,,,,,,,,
2026-02-25,ornikar_ornikar-x-deezer-02_kyaravocado_2026-01-28T18-55-27Z_gTI6Puxr.mp4,12/05,27/02,16,5 106,10,10,9,421,6,3,,,,,,,,,,,
2026-02-25,ornikar_ornikar-x-deezer-01_kyaravocado_2026-01-29T14-12-16Z_Ex91yLMC.mp4,12/05,27/02,16,4 355,7,13,4,371,3,1,,,,,,,,,,,
2026-02-25,_001,01/01,03/04,93,4 447,6,2,0,623,0,0,,,,,,,,,,,
2026-02-25,ornikar_ornikar-x-deezer-03_ilanasmr-ytb_2026-01-22T14-03-33Z_W3UL5mli.mp4,12/05,27/02,16,2 768,5,2,2,197,1,1,,,,,,,,,,,
2026-02-25,Image carousel 2,02/03,17/03,47,2 818,3,34,2,0,2,0,,,,,,,,,,,
2026-02-25,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,1 177,2,5,0,209,0,0,,,,,,,,,,,
2026-02-26,Allons pour le permis en 2026,09/01,16/04,98,120 237,250,410,77,22 097,52,25,,,,,,,,,,,
2026-02-26,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,95 371,157,259,58,23 172,41,17,,,,,,,,,,,
2026-02-26,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,47 038,95,137,38,11 193,26,12,,,,,,,,,,,
2026-02-26,@Ornikar la base non ?🫣,05/01,13/05,129,45 776,84,167,35,11 694,23,12,,,,,,,,,,,
2026-02-26,SHORT_THEORY_9-16_micro_oDVuNxkU.mp4,01/01,02/03,61,48 916,60,228,39,18 530,26,13,,,,,,,,,,,
2026-02-26,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,18 424,38,71,22,3 401,12,10,,,,,,,,,,,
2026-02-26,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,04/01,01/04,91,18 678,35,77,16,5 918,11,5,,,,,,,,,,,
2026-02-26,Image carousel 2,02/03,17/03,47,14 662,15,88,4,0,4,0,,,,,,,,,,,
2026-02-26,ornikar_ornikar-x-deezer-02_kyaravocado_2026-01-28T18-55-27Z_gTI6Puxr.mp4,28/03,27/02,16,1 996,13,3,3,195,2,1,,,,,,,,,,,
2026-02-26,ornikar_ornikar-x-deezer-03_aleed-ed_2026-01-29T13-53-31Z_4QUjOgZq.mp4,12/02,27/02,16,8 520,12,20,3,1 364,2,1,,,,,,,,,,,
2026-02-26,_001,01/01,03/04,93,5 232,7,15,11,818,7,4,,,,,,,,,,,
2026-02-26,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,947,6,6,12,113,6,6,,,,,,,,,,,
2026-02-26,ornikar_ornikar-x-deezer-01_nxapic_2026-01-22T01-58-49Z_DEid5q1m.mp4,28/03,27/02,16,2 818,5,4,2,150,1,1,,,,,,,,,,,
2026-02-26,ornikar_ornikar-x-deezer-03_kyaravocado_2026-01-28T16-06-25Z_aQIdcH0t.mp4,28/03,27/02,16,2 335,3,2,2,141,1,1,,,,,,,,,,,
2026-02-26,ornikar_ornikar-x-deezer-01_ilanasmr-ytb_2026-01-25T00-51-38Z_h8x1iesA.mp4,28/03,27/02,16,690,1,0,0,49,0,0,,,,,,,,,,,
2026-02-26,ornikar_ornikar-x-deezer-03_ilanasmr-ytb_2026-01-22T14-03-33Z_W3UL5mli.mp4,28/03,27/02,16,194,1,1,0,12,0,0,,,,,,,,,,,
2026-02-26,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,364,1,2,0,73,0,0,,,,,,,,,,,
2026-02-26,ornikar_ornikar-x-deezer-02_ilanasmr-ytb_2026-01-22T09-21-29Z_bSDimnls.mp4,12/02,27/02,16,63,0,0,0,5,0,0,,,,,,,,,,,
2026-02-26,ornikar_ornikar-x-deezer-01_kyaravocado_2026-01-29T14-12-16Z_Ex91yLMC.mp4,28/03,27/02,16,98,0,0,0,9,0,0,,,,,,,,,,,
2026-02-27,Allons pour le permis en 2026,09/01,16/04,98,236 485,313,607,98,42 483,65,33,,,,,,,,,,,
2026-02-27,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,87 547,150,247,67,19 847,43,24,,,,,,,,,,,
2026-02-27,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,61 530,115,195,39,15 193,28,11,,,,,,,,,,,
2026-02-27,SHORT_THEORY_9-16_micro_oDVuNxkU.mp4,01/01,02/03,61,71 574,92,316,35,26 469,24,11,,,,,,,,,,,
2026-02-27,@Ornikar la base non ?🫣,05/01,13/05,129,46 642,84,135,27,11 295,21,6,,,,,,,,,,,
2026-02-27,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,15 222,57,53,24,3 224,15,9,,,,,,,,,,,
2026-02-27,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,8 680,40,29,23,1 652,14,9,,,,,,,,,,,
2026-02-27,Image carousel 4,30/01,13/05,104,22 474,27,47,3,0,2,1,,,,,,,,,,,
2026-02-27,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,04/01,01/04,91,6 976,19,24,14,1 945,9,5,,,,,,,,,,,
2026-02-27,Image carousel 3,30/01,04/05,95,11 856,19,17,2,0,1,1,,,,,,,,,,,
2026-02-27,_001,01/01,03/04,93,10 885,17,33,16,1 739,11,5,,,,,,,,,,,
2026-02-27,ornikar_ornikar-x-deezer-02_kyaravocado_2026-01-28T18-55-27Z_gTI6Puxr.mp4,28/03,27/02,16,1 931,12,8,7,144,4,3,,,,,,,,,,,
2026-02-27,ornikar_ornikar-x-deezer-03_aleed-ed_2026-01-29T13-53-31Z_4QUjOgZq.mp4,12/02,27/02,16,6 644,10,18,6,1 007,4,2,,,,,,,,,,,
2026-02-27,ornikar_ornikar-x-deezer-01_nxapic_2026-01-22T01-58-49Z_DEid5q1m.mp4,28/03,27/02,16,3 152,6,5,1,201,1,0,,,,,,,,,,,
2026-02-27,Image carousel 2,30/01,17/03,47,1 804,4,20,3,1,2,1,,,,,,,,,,,
2026-02-27,ornikar_ornikar-x-deezer-03_kyaravocado_2026-01-28T16-06-25Z_aQIdcH0t.mp4,28/03,27/02,16,1 955,4,1,1,139,1,0,,,,,,,,,,,
2026-02-27,ornikar_ornikar-x-deezer-02_ilanasmr-ytb_2026-01-22T09-21-29Z_bSDimnls.mp4,12/02,27/02,16,301,1,1,2,22,1,1,,,,,,,,,,,
2026-02-27,ornikar_ornikar-x-deezer-01_kyaravocado_2026-01-29T14-12-16Z_Ex91yLMC.mp4,12/02,27/02,16,307,1,0,0,23,0,0,,,,,,,,,,,
2026-02-27,ornikar_ornikar-x-deezer-01_ilanasmr-ytb_2026-01-25T00-51-38Z_h8x1iesA.mp4,28/03,27/02,16,215,1,0,0,22,0,0,,,,,,,,,,,
2026-02-27,ornikar_ornikar-x-deezer-03_ilanasmr-ytb_2026-01-22T14-03-33Z_W3UL5mli.mp4,12/02,27/02,16,311,0,0,0,26,0,0,,,,,,,,,,,
2026-02-27,Copie de rs-driving-promo-maj-lejusteprix-459_gGVLt9kv.mp4,27/02,12/03,14,43,0,0,0,4,0,0,,,,,,,,,,,
2026-02-27,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,294,0,0,0,95,0,0,,,,,,,,,,,
2026-02-28,Allons pour le permis en 2026,09/01,16/04,98,161 300,273,453,63,28 269,43,20,,,,,,,,,,,
2026-02-28,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,105 062,163,273,41,23 263,31,10,,,,,,,,,,,
2026-02-28,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,88 244,146,244,50,21 458,32,18,,,,,,,,,,,
2026-02-28,SHORT_THEORY_9-16_micro_oDVuNxkU.mp4,01/01,02/03,61,62 814,88,277,34,22 809,24,10,,,,,,,,,,,
2026-02-28,@Ornikar la base non ?🫣,05/01,13/05,129,42 777,75,129,31,9 705,21,10,,,,,,,,,,,
2026-02-28,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,33 733,72,120,31,7 181,20,11,,,,,,,,,,,
2026-02-28,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,5 062,43,19,19,445,11,8,,,,,,,,,,,
2026-02-28,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,04/01,01/04,91,7 306,19,25,1,2 074,1,0,,,,,,,,,,,
2026-02-28,_001,01/01,03/04,93,8 897,14,15,5,1 338,3,2,,,,,,,,,,,
2026-02-28,Image carousel 4,30/01,13/05,104,2 223,1,6,0,0,0,0,,,,,,,,,,,
2026-02-28,Image carousel 3,30/01,04/05,95,269,0,0,0,0,0,0,,,,,,,,,,,
2026-02-28,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,76,0,0,0,19,0,0,,,,,,,,,,,
2026-03-01,Allons pour le permis en 2026,09/01,16/04,98,163 946,277,520,66,25 697,44,22,,,,,,,,,,,
2026-03-01,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,108 545,183,352,79,24 983,56,23,,,,,,,,,,,
2026-03-01,@Ornikar la base non ?🫣,05/01,13/05,129,62 980,109,217,55,15 492,40,15,,,,,,,,,,,
2026-03-01,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,60 076,92,173,37,13 424,26,11,,,,,,,,,,,
2026-03-01,SHORT_THEORY_9-16_micro_oDVuNxkU.mp4,01/01,02/03,61,40 569,57,197,33,13 439,20,13,,,,,,,,,,,
2026-03-01,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,19 516,46,72,17,3 932,12,5,,,,,,,,,,,
2026-03-01,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,04/01,01/04,91,14 679,27,51,13,4 854,7,6,,,,,,,,,,,
2026-03-01,_001,01/01,03/04,93,20 862,26,39,14,3 361,10,4,,,,,,,,,,,
2026-03-01,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,491,2,4,2,51,1,1,,,,,,,,,,,
2026-03-01,Image carousel 4,30/01,13/05,104,1 042,0,4,1,0,1,0,,,,,,,,,,,
2026-03-01,Image carousel 3,30/01,04/05,95,201,0,0,0,0,0,0,,,,,,,,,,,
2026-03-02,Allons pour le permis en 2026,09/01,16/04,98,381 267,604,1 116,116,65 671,83,33,,,,,,,,,,,
2026-03-02,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,344 651,496,947,143,83 667,98,45,,,,,,,,,,,
2026-03-02,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,205 314,285,594,82,50 469,59,23,,,,,,,,,,,
2026-03-02,@Ornikar la base non ?🫣,05/01,13/05,129,208 340,276,848,62,51 623,40,22,,,,,,,,,,,
2026-03-02,Copie de rs-driving-promo-maj-lejusteprix-459_gGVLt9kv.mp4,27/02,12/03,14,47 555,72,137,23,4 357,14,9,,,,,,,,,,,
2026-03-02,RS_Driving_Rebrand_PROMO_LesConseilsDesPotes_9-16_O8nWixF5.mp4,08/03,12/03,39,41 401,60,121,23,5 478,15,8,,,,,,,,,,,
2026-03-02,Carrousel d'images 12,02/03,12/03,11,45 186,42,135,8,0,7,1,,,,,,,,,,,
2026-03-02,RS_Driving_Rebrand_PROMO_LesConseilsDesPotes_9-16.mp4,02/03,12/03,11,24 864,39,67,11,3 460,7,4,,,,,,,,,,,
2026-03-02,SHORT_THEORY_9-16_micro_oDVuNxkU.mp4,01/01,02/03,61,27 222,33,110,23,8 812,16,7,,,,,,,,,,,
2026-03-02,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,8 246,16,32,7,1 501,4,3,,,,,,,,,,,
2026-03-02,_001,01/01,03/04,93,9 521,13,15,1,1 861,1,0,,,,,,,,,,,
2026-03-02,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,04/01,01/04,91,5 077,6,12,4,2 224,2,2,,,,,,,,,,,
2026-03-02,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,367,1,2,3,22,2,1,,,,,,,,,,,
2026-03-02,Image carousel 4,30/01,13/05,104,413,0,5,2,0,1,1,,,,,,,,,,,
2026-03-02,Image carousel 3,30/01,04/05,95,53,0,2,0,0,0,0,,,,,,,,,,,
2026-03-02,Image carousel 7,30/01,11/06,133,50,0,1,0,0,0,0,,,,,,,,,,,
2026-03-02,Image carousel 6,30/01,11/06,133,113,0,0,0,0,0,0,,,,,,,,,,,
2026-03-02,Image carousel 5,30/01,13/05,104,428,0,0,0,0,0,0,,,,,,,,,,,
2026-03-03,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,369 819,511,1 065,77,90 968,50,27,,,,,,,,,,,
2026-03-03,Allons pour le permis en 2026,09/01,16/04,98,228 011,388,686,43,40 546,29,14,,,,,,,,,,,
2026-03-03,RS_Driving_Rebrand_PROMO_LesConseilsDesPotes_9-16_O8nWixF5.mp4,08/03,12/03,39,175 566,268,498,38,24 876,25,13,,,,,,,,,,,
2026-03-03,@Ornikar la base non ?🫣,05/01,13/05,129,195 390,264,778,31,50 614,21,10,,,,,,,,,,,
2026-03-03,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,118 784,173,340,44,27 641,28,16,,,,,,,,,,,
2026-03-03,Copie de rs-driving-promo-maj-lejusteprix-459_gGVLt9kv.mp4,27/02,12/03,14,109 234,165,294,29,10 113,20,9,,,,,,,,,,,
2026-03-03,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,102 267,126,358,22,17 815,16,6,,,,,,,,,,,
2026-03-03,RS_Driving_Rebrand_PROMO_LesConseilsDesPotes_9-16.mp4,02/03,12/03,11,57 225,70,139,16,9 368,12,4,,,,,,,,,,,
2026-03-03,Image carousel 7,30/01,11/06,133,36 669,55,142,14,0,8,6,,,,,,,,,,,
2026-03-03,Carrousel d'images 12,02/03,12/03,11,14 035,34,118,11,0,7,4,,,,,,,,,,,
2026-03-03,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,1 240,8,2,4,155,2,2,,,,,,,,,,,
2026-03-03,Image carousel 3,30/01,04/05,95,66,2,7,1,0,1,0,,,,,,,,,,,
2026-03-03,Image carousel 4,30/01,13/05,104,2 778,1,8,0,0,0,0,,,,,,,,,,,
2026-03-03,_001,01/01,03/04,93,596,1,4,2,114,1,1,,,,,,,,,,,
2026-03-03,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,2 484,1,8,0,1 688,0,0,,,,,,,,,,,
2026-03-03,Image carousel 6,30/01,11/06,133,262,0,1,0,0,0,0,,,,,,,,,,,
2026-03-03,Image carousel 5,30/01,13/05,104,336,0,0,0,0,0,0,,,,,,,,,,,
2026-03-04,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,255 362,469,675,96,67 323,62,34,,,,,,,,,,,
2026-03-04,Allons pour le permis en 2026,09/01,16/04,98,138 873,364,443,53,25 518,36,17,,,,,,,,,,,
2026-03-04,RS_Driving_Rebrand_PROMO_LesConseilsDesPotes_9-16_O8nWixF5.mp4,08/03,12/03,39,163 364,279,427,72,24 097,48,24,,,,,,,,,,,
2026-03-04,@Ornikar la base non ?🫣,05/01,13/05,129,134 486,267,463,43,35 528,27,16,,,,,,,,,,,
2026-03-04,Copie de rs-driving-promo-maj-lejusteprix-459_gGVLt9kv.mp4,27/02,12/03,14,127 364,241,327,39,10 960,27,12,,,,,,,,,,,
2026-03-04,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,04/01,15/04,105,111 360,229,423,58,20 529,35,23,,,,,,,,,,,
2026-03-04,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,117 515,227,343,39,27 364,26,13,,,,,,,,,,,
2026-03-04,Image carousel 5,02/03,13/05,104,170 370,201,700,38,0,25,13,,,,,,,,,,,
2026-03-04,7612618009548980240,04/03,10/03,7,86 318,159,296,32,14 079,18,14,,,,,,,,,,,
2026-03-04,Image carousel 3,03/04,04/05,95,135 951,68,143,16,0,11,5,,,,,,,,,,,
2026-03-04,RS_Driving_Rebrand_PROMO_LesConseilsDesPotes_9-16.mp4,02/03,12/03,11,56 380,66,151,8,10 311,6,2,,,,,,,,,,,
2026-03-04,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,2 990,38,16,6,340,5,1,,,,,,,,,,,
2026-03-04,Carrousel d'images 12,02/03,12/03,11,5 976,36,144,5,0,3,2,,,,,,,,,,,
2026-03-04,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,07/05,11/06,100,21 117,30,57,6,4 744,3,3,,,,,,,,,,,
2026-03-04,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,07/05,24/03,21,30 576,27,55,3,3 280,2,1,,,,,,,,,,,
2026-03-04,Image carousel 4,03/04,13/05,104,105 761,27,108,15,0,11,4,,,,,,,,,,,
2026-03-04,Image carousel 2,30/01,17/03,47,160 379,25,277,14,0,10,4,,,,,,,,,,,
2026-03-04,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,07/05,24/03,21,11 247,16,32,6,910,4,2,,,,,,,,,,,
2026-03-04,Image carousel 7,30/01,11/06,133,10 185,15,50,4,0,2,2,,,,,,,,,,,
2026-03-04,Image carousel 1,30/01,04/05,95,85 190,14,123,9,0,7,2,,,,,,,,,,,
